PurchaseOrderItemSysID,PurchaseOrderItemID,PurchaseOrderID,ProductID,QuantityOrdered,ReceivedQuantity,AcceptedQuantity,QuotedUnitCost,TotalItemCost,InspectionStatus,LineAmountBeforeTax,TaxRate,TaxAmount,LineAmountAfterTax
SYSPOI0008704,POI374127,PO900962,PROD688861,1437,1380,1303,110.28,158472.36,Failed,158472.36,12,19016.68,177489.04
SYSPOI0008705,POI111632,PO900962,PROD682144,741,741,711,136.05,100813.05,Passed with Observations,100813.05,12,12097.57,112910.62
SYSPOI0008706,POI714706,PO900962,PROD324345,913,913,859,322.94,294844.22,Failed,294844.22,5,14742.21,309586.43
SYSPOI0008707,POI138465,PO216229,PROD373432,15,0,0,53930.3,808954.5,Not Inspected,808954.5,18,145611.81,954566.31
SYSPOI0008708,POI792199,PO216229,PROD482614,38,0,0,116593.19,4430541.22,Not Inspected,4430541.22,18,797497.42,5228038.64
SYSPOI0008709,POI386433,PO216229,PROD409355,40,0,0,49899.47,1995978.8,Not Inspected,1995978.8,18,359276.18,2355254.98
SYSPOI0008710,POI342863,PO216229,PROD555292,27,0,0,80380.92,2170284.84,Not Inspected,2170284.84,18,390651.27,2560936.11
SYSPOI0008711,POI364633,PO216229,PROD641975,13,0,0,52144.83,677882.79,Not Inspected,677882.79,18,122018.9,799901.69
SYSPOI0008712,POI315570,PO216229,PROD934794,30,0,0,32514.93,975447.9,Not Inspected,975447.9,18,175580.62,1151028.52
SYSPOI0008713,POI196020,PO589638,PROD730193,867,867,842,535.59,464356.53,Passed with Observations,464356.53,5,23217.83,487574.36
SYSPOI0008714,POI937117,PO589638,PROD906010,530,457,454,479.84,254315.2,Passed with Observations,254315.2,12,30517.82,284833.02
SYSPOI0008715,POI374085,PO589638,PROD123682,1186,1186,1170,50.1,59418.6,Passed with Observations,59418.6,12,7130.23,66548.83
SYSPOI0008716,POI885762,PO589638,PROD615060,671,671,660,482.87,324005.77,Passed with Observations,324005.77,12,38880.69,362886.46
SYSPOI0008717,POI596856,PO589638,PROD158104,781,781,762,237.88,185784.28,Passed with Observations,185784.28,12,22294.11,208078.39
SYSPOI0008718,POI336479,PO389809,PROD934794,19,19,19,35234.67,669458.73,Passed,669458.73,18,120502.57,789961.3
SYSPOI0008719,POI654725,PO389809,PROD859364,35,35,34,62751.25,2196293.75,Passed with Observations,2196293.75,18,395332.88,2591626.63
SYSPOI0008720,POI454471,PO389809,PROD169403,128,128,127,245.93,31479.04,Passed with Observations,31479.04,12,3777.48,35256.52
SYSPOI0008721,POI960113,PO389809,PROD722665,376,376,369,215.51,81031.76,Passed with Observations,81031.76,12,9723.81,90755.57
SYSPOI0008722,POI370542,PO389809,PROD202365,362,350,345,558.05,202014.1,Passed with Observations,202014.1,12,24241.69,226255.79
SYSPOI0008723,POI701681,PO389809,PROD934638,165,165,164,222.97,36790.05,Passed with Observations,36790.05,12,4414.81,41204.86
SYSPOI0008724,POI900128,PO389809,PROD373432,34,34,34,53275.94,1811381.96,Passed,1811381.96,18,326048.75,2137430.71
SYSPOI0008725,POI452797,PO389809,PROD405420,289,289,283,1483.62,428766.18,Passed with Observations,428766.18,12,51451.94,480218.12
SYSPOI0008726,POI644910,PO907528,PROD374267,15,15,15,100167.54,1502513.1,Passed,1502513.1,18,270452.36,1772965.46
SYSPOI0008727,POI319781,PO907528,PROD801765,332,332,327,174.55,57950.6,Passed with Observations,57950.6,12,6954.07,64904.67
SYSPOI0008728,POI973934,PO907528,PROD847006,21,20,20,89828.96,1886408.16,Passed,1886408.16,18,339553.47,2225961.63
SYSPOI0008729,POI724547,PO907528,PROD818699,34,34,34,61373.29,2086691.86,Passed,2086691.86,18,375604.53,2462296.39
SYSPOI0008730,POI953567,PO907528,PROD497108,12,12,12,82054.2,984650.4,Passed,984650.4,18,177237.07,1161887.47
SYSPOI0008731,POI670865,PO907528,PROD261771,364,364,361,1055.39,384161.96,Passed with Observations,384161.96,12,46099.44,430261.4
SYSPOI0008732,POI615258,PO907528,PROD768636,489,489,480,109.35,53472.15,Passed with Observations,53472.15,12,6416.66,59888.81
SYSPOI0008733,POI950826,PO914854,PROD513160,710,710,690,449.18,318917.8,Passed with Observations,318917.8,12,38270.14,357187.94
SYSPOI0008734,POI128907,PO914854,PROD377304,1303,1288,1247,163.28,212753.84,Passed with Observations,212753.84,5,10637.69,223391.53
SYSPOI0008735,POI739410,PO914854,PROD898329,96,96,91,2247.03,215714.88,Failed,215714.88,12,25885.79,241600.67
SYSPOI0008736,POI100233,PO914854,PROD324130,517,517,494,104.65,54104.05,Passed with Observations,54104.05,12,6492.49,60596.54
SYSPOI0008737,POI532745,PO370782,PROD564635,675,0,0,143.73,97017.75,Not Inspected,97017.75,5,4850.89,101868.64
SYSPOI0008738,POI263875,PO370782,PROD295892,814,0,0,732.32,596108.48,Not Inspected,596108.48,5,29805.42,625913.9
SYSPOI0008739,POI713444,PO370782,PROD107459,34,0,0,49744.69,1691319.46,Not Inspected,1691319.46,18,304437.5,1995756.96
SYSPOI0008740,POI102658,PO370782,PROD390743,29,0,0,71272.72,2066908.88,Not Inspected,2066908.88,18,372043.6,2438952.48
SYSPOI0008741,POI201972,PO370782,PROD730193,1374,0,0,509.12,699530.88,Not Inspected,699530.88,5,34976.54,734507.42
SYSPOI0008742,POI980012,PO561976,PROD345386,315,315,309,97.62,30750.3,Passed with Observations,30750.3,12,3690.04,34440.34
SYSPOI0008743,POI604582,PO561976,PROD934794,30,29,29,34082.83,1022484.9,Passed,1022484.9,18,184047.28,1206532.18
SYSPOI0008744,POI499948,PO561976,PROD416797,17,17,17,117368.27,1995260.59,Passed,1995260.59,18,359146.91,2354407.5
SYSPOI0008745,POI584221,PO561976,PROD397846,24,24,24,37674.72,904193.28,Passed,904193.28,18,162754.79,1066948.07
SYSPOI0008746,POI138345,PO561976,PROD952227,31,31,30,55297.53,1714223.43,Passed with Observations,1714223.43,18,308560.22,2022783.65
SYSPOI0008747,POI939871,PO561976,PROD699809,379,379,374,327.18,124001.22,Passed with Observations,124001.22,12,14880.15,138881.37
SYSPOI0008748,POI334588,PO511707,PROD802729,16,16,16,22678.86,362861.76,Passed,362861.76,18,65315.12,428176.88
SYSPOI0008749,POI937223,PO511707,PROD446479,425,425,416,137.45,58416.25,Passed with Observations,58416.25,12,7009.95,65426.2
SYSPOI0008750,POI265917,PO511707,PROD444207,22,22,22,11744.89,258387.58,Passed,258387.58,18,46509.76,304897.34
SYSPOI0008751,POI591753,PO511707,PROD818699,38,38,37,61446.54,2334968.52,Passed with Observations,2334968.52,18,420294.33,2755262.85
SYSPOI0008752,POI815154,PO906048,PROD878480,465,465,452,103.83,48280.95,Passed with Observations,48280.95,12,5793.71,54074.66
SYSPOI0008753,POI612641,PO906048,PROD258787,1209,1209,1139,97.99,118469.91,Failed,118469.91,5,5923.5,124393.41
SYSPOI0008754,POI451947,PO906048,PROD570711,24,24,23,65900.3,1581607.2,Passed with Observations,1581607.2,18,284689.3,1866296.5
SYSPOI0008755,POI808761,PO563031,PROD262325,396,396,362,914.18,362015.28,Failed,362015.28,12,43441.83,405457.11
SYSPOI0008756,POI865625,PO563031,PROD908554,335,335,318,529.3,177315.5,Failed,177315.5,12,21277.86,198593.36
SYSPOI0008757,POI544607,PO563031,PROD372793,291,291,265,240.52,69991.32,Failed,69991.32,12,8398.96,78390.28
SYSPOI0008758,POI821273,PO563031,PROD315173,340,340,321,930.15,316251.0,Failed,316251.0,12,37950.12,354201.12
SYSPOI0008759,POI136630,PO563031,PROD891030,354,340,317,143.8,50905.2,Failed,50905.2,12,6108.62,57013.82
SYSPOI0008760,POI463613,PO699098,PROD213475,424,424,419,1669.71,707957.04,Passed with Observations,707957.04,12,84954.84,792911.88
SYSPOI0008761,POI970269,PO699098,PROD724834,1325,1325,1288,760.49,1007649.25,Passed with Observations,1007649.25,5,50382.46,1058031.71
SYSPOI0008762,POI996945,PO699098,PROD800646,900,855,837,607.97,547173.0,Passed with Observations,547173.0,5,27358.65,574531.65
SYSPOI0008763,POI153540,PO699098,PROD130353,1141,1141,1108,556.95,635479.95,Passed with Observations,635479.95,5,31774.0,667253.95
SYSPOI0008764,POI514830,PO699098,PROD321275,644,644,631,731.17,470873.48,Passed with Observations,470873.48,5,23543.67,494417.15
SYSPOI0008765,POI902386,PO699098,PROD536740,1309,1309,1275,1102.23,1442819.07,Passed with Observations,1442819.07,5,72140.95,1514960.02
SYSPOI0008766,POI937283,PO699098,PROD564586,259,259,256,1599.5,414270.5,Passed with Observations,414270.5,12,49712.46,463982.96
SYSPOI0008767,POI506056,PO621877,PROD878480,251,251,250,114.04,28624.04,Passed with Observations,28624.04,12,3434.88,32058.92
SYSPOI0008768,POI763762,PO621877,PROD982885,277,277,273,115.92,32109.84,Passed with Observations,32109.84,12,3853.18,35963.02
SYSPOI0008769,POI982858,PO621877,PROD220764,215,201,200,245.51,52784.65,Passed with Observations,52784.65,12,6334.16,59118.81
SYSPOI0008770,POI564888,PO621877,PROD355021,401,393,390,2385.9,956745.9,Passed with Observations,956745.9,12,114809.51,1071555.41
SYSPOI0008771,POI236009,PO621877,PROD571635,209,208,205,125.49,26227.41,Passed with Observations,26227.41,12,3147.29,29374.7
SYSPOI0008772,POI277894,PO796889,PROD468900,476,476,464,305.02,145189.52,Passed with Observations,145189.52,12,17422.74,162612.26
SYSPOI0008773,POI386149,PO796889,PROD576919,29,29,28,127542.93,3698744.97,Passed with Observations,3698744.97,18,665774.09,4364519.06
SYSPOI0008774,POI338016,PO796889,PROD737086,31,30,30,84260.48,2612074.88,Passed,2612074.88,18,470173.48,3082248.36
SYSPOI0008775,POI128296,PO796889,PROD275377,408,408,399,225.37,91950.96,Passed with Observations,91950.96,12,11034.12,102985.08
SYSPOI0008776,POI393242,PO796889,PROD571635,201,201,198,126.92,25510.92,Passed with Observations,25510.92,12,3061.31,28572.23
SYSPOI0008777,POI340723,PO510339,PROD878480,475,414,405,103.83,49319.25,Passed with Observations,49319.25,12,5918.31,55237.56
SYSPOI0008778,POI489937,PO510339,PROD948179,27,27,25,16468.65,444653.55,Failed,444653.55,18,80037.64,524691.19
SYSPOI0008779,POI736656,PO510339,PROD517568,1125,1125,1087,412.14,463657.5,Passed with Observations,463657.5,5,23182.88,486840.38
SYSPOI0008780,POI417659,PO510339,PROD823975,141,141,130,148.03,20872.23,Failed,20872.23,12,2504.67,23376.9
SYSPOI0008781,POI390137,PO510339,PROD468900,459,459,430,287.65,132031.35,Failed,132031.35,12,15843.76,147875.11
SYSPOI0008782,POI158051,PO510339,PROD392670,359,359,338,196.16,70421.44,Failed,70421.44,5,3521.07,73942.51
SYSPOI0008783,POI101371,PO510339,PROD772124,40,38,37,105410.08,4216403.2,Passed with Observations,4216403.2,18,758952.58,4975355.78
SYSPOI0008784,POI370079,PO614514,PROD890371,16,16,16,30933.0,494928.0,Passed,494928.0,18,89087.04,584015.04
SYSPOI0008785,POI873948,PO614514,PROD324130,360,360,356,104.1,37476.0,Passed with Observations,37476.0,12,4497.12,41973.12
SYSPOI0008786,POI341655,PO614514,PROD806004,38,38,37,90103.58,3423936.04,Passed with Observations,3423936.04,18,616308.49,4040244.53
SYSPOI0008787,POI552860,PO614514,PROD818699,37,37,36,61587.61,2278741.57,Passed with Observations,2278741.57,18,410173.48,2688915.05
SYSPOI0008788,POI513734,PO614514,PROD834233,721,721,712,418.09,301442.89,Passed with Observations,301442.89,12,36173.15,337616.04
SYSPOI0008789,POI825254,PO614514,PROD179046,24,24,24,31686.88,760485.12,Passed,760485.12,18,136887.32,897372.44
SYSPOI0008790,POI329020,PO614514,PROD593554,1107,1059,1042,211.91,234584.37,Passed with Observations,234584.37,12,28150.12,262734.49
SYSPOI0008791,POI306114,PO614514,PROD373216,37,36,35,71948.72,2662102.64,Passed with Observations,2662102.64,18,479178.48,3141281.12
SYSPOI0008792,POI253759,PO951732,PROD355021,322,322,319,2428.1,781848.2,Passed with Observations,781848.2,12,93821.78,875669.98
SYSPOI0008793,POI397457,PO951732,PROD730193,409,409,396,516.68,211322.12,Passed with Observations,211322.12,5,10566.11,221888.23
SYSPOI0008794,POI122175,PO951732,PROD267457,36,35,35,43465.05,1564741.8,Passed,1564741.8,18,281653.52,1846395.32
SYSPOI0008795,POI606397,PO951732,PROD337547,666,666,654,1119.86,745826.76,Passed with Observations,745826.76,5,37291.34,783118.1
SYSPOI0008796,POI443825,PO951732,PROD682144,1392,1392,1353,143.0,199056.0,Passed with Observations,199056.0,12,23886.72,222942.72
SYSPOI0008797,POI375115,PO951732,PROD239613,13,13,13,72869.65,947305.45,Passed,947305.45,18,170514.98,1117820.43
SYSPOI0008798,POI592130,PO951732,PROD984247,383,367,363,169.84,65048.72,Passed with Observations,65048.72,12,7805.85,72854.57
SYSPOI0008799,POI376389,PO822742,PROD759176,702,658,633,63.57,44626.14,Passed with Observations,44626.14,12,5355.14,49981.28
SYSPOI0008800,POI787132,PO822742,PROD881549,208,208,201,868.98,180747.84,Passed with Observations,180747.84,12,21689.74,202437.58
SYSPOI0008801,POI653758,PO822742,PROD670913,21,21,19,57261.93,1202500.53,Failed,1202500.53,18,216450.1,1418950.63
SYSPOI0008802,POI947838,PO822742,PROD680493,382,382,369,899.49,343605.18,Passed with Observations,343605.18,12,41232.62,384837.8
SYSPOI0008803,POI133244,PO476353,PROD405420,467,445,437,1477.74,690104.58,Passed with Observations,690104.58,12,82812.55,772917.13
SYSPOI0008804,POI653498,PO476353,PROD517568,680,678,655,437.14,297255.2,Passed with Observations,297255.2,5,14862.76,312117.96
SYSPOI0008805,POI163399,PO476353,PROD934638,320,320,309,227.2,72704.0,Passed with Observations,72704.0,12,8724.48,81428.48
SYSPOI0008806,POI833581,PO476353,PROD533911,25,25,24,79163.36,1979084.0,Passed with Observations,1979084.0,18,356235.12,2335319.12
SYSPOI0008807,POI267688,PO476353,PROD152995,1409,1409,1396,308.22,434281.98,Passed with Observations,434281.98,5,21714.1,455996.08
SYSPOI0008808,POI329031,PO778506,PROD878480,202,195,191,106.87,21587.74,Passed with Observations,21587.74,12,2590.53,24178.27
SYSPOI0008809,POI584149,PO778506,PROD927630,1467,1467,1454,319.06,468061.02,Passed with Observations,468061.02,5,23403.05,491464.07
SYSPOI0008810,POI646221,PO778506,PROD867541,819,819,796,261.42,214102.98,Passed with Observations,214102.98,5,10705.15,224808.13
SYSPOI0008811,POI317161,PO778506,PROD475691,232,216,209,367.21,85192.72,Passed with Observations,85192.72,12,10223.13,95415.85
SYSPOI0008812,POI567554,PO778506,PROD586819,207,207,200,672.71,139250.97,Passed with Observations,139250.97,12,16710.12,155961.09
SYSPOI0008813,POI916317,PO778506,PROD922458,84,84,81,215.55,18106.2,Passed with Observations,18106.2,12,2172.74,20278.94
SYSPOI0008814,POI147049,PO778506,PROD140932,85,85,84,166.74,14172.9,Passed with Observations,14172.9,12,1700.75,15873.65
SYSPOI0008815,POI131417,PO184365,PROD343807,1128,1104,1095,144.5,162996.0,Passed with Observations,162996.0,5,8149.8,171145.8
SYSPOI0008816,POI137552,PO184365,PROD272129,499,499,496,423.7,211426.3,Passed with Observations,211426.3,12,25371.16,236797.46
SYSPOI0008817,POI813797,PO184365,PROD958182,1231,1231,1227,443.28,545677.68,Passed with Observations,545677.68,12,65481.32,611159.0
SYSPOI0008818,POI637175,PO184365,PROD896204,917,917,910,580.38,532208.46,Passed with Observations,532208.46,5,26610.42,558818.88
SYSPOI0008819,POI982298,PO184365,PROD778700,16,15,15,100191.29,1603060.64,Passed,1603060.64,18,288550.92,1891611.56
SYSPOI0008820,POI444523,PO184365,PROD881549,473,473,471,933.97,441767.81,Passed with Observations,441767.81,12,53012.14,494779.95
SYSPOI0008821,POI405192,PO184365,PROD701253,31,31,31,138248.63,4285707.53,Passed,4285707.53,18,771427.36,5057134.89
SYSPOI0008822,POI639044,PO184365,PROD887842,214,214,212,175.33,37520.62,Passed with Observations,37520.62,12,4502.47,42023.09
SYSPOI0008823,POI573627,PO312987,PROD864711,10,0,0,75704.6,757046.0,Not Inspected,757046.0,18,136268.28,893314.28
SYSPOI0008824,POI630631,PO312987,PROD940247,1434,0,0,40.35,57861.9,Not Inspected,57861.9,12,6943.43,64805.33
SYSPOI0008825,POI924049,PO312987,PROD664058,801,0,0,169.76,135977.76,Not Inspected,135977.76,12,16317.33,152295.09
SYSPOI0008826,POI616369,PO502824,PROD581532,803,803,778,864.36,694081.08,Passed with Observations,694081.08,5,34704.05,728785.13
SYSPOI0008827,POI968881,PO502824,PROD689179,1363,1363,1309,728.26,992618.38,Passed with Observations,992618.38,5,49630.92,1042249.3
SYSPOI0008828,POI677582,PO502824,PROD864711,18,17,16,70042.37,1260762.66,Failed,1260762.66,18,226937.28,1487699.94
SYSPOI0008829,POI878498,PO502824,PROD531071,1450,1450,1330,783.77,1136466.5,Failed,1136466.5,5,56823.32,1193289.82
SYSPOI0008830,POI295234,PO502824,PROD355021,380,380,369,2284.61,868151.8,Passed with Observations,868151.8,12,104178.22,972330.02
SYSPOI0008831,POI556879,PO502824,PROD221119,368,368,349,1099.65,404671.2,Failed,404671.2,5,20233.56,424904.76
SYSPOI0008832,POI919187,PO211954,PROD786224,1000,1000,980,1146.33,1146330.0,Passed with Observations,1146330.0,5,57316.5,1203646.5
SYSPOI0008833,POI316764,PO211954,PROD531071,410,410,403,820.8,336528.0,Passed with Observations,336528.0,5,16826.4,353354.4
SYSPOI0008834,POI329580,PO211954,PROD867541,377,364,356,273.21,103000.17,Passed with Observations,103000.17,5,5150.01,108150.18
SYSPOI0008835,POI518959,PO763529,PROD242239,164,158,155,919.65,150822.6,Passed with Observations,150822.6,12,18098.71,168921.31
SYSPOI0008836,POI356717,PO763529,PROD649577,260,260,257,1262.55,328263.0,Passed with Observations,328263.0,12,39391.56,367654.56
SYSPOI0008837,POI223039,PO763529,PROD548580,10,10,10,43793.92,437939.2,Passed,437939.2,18,78829.06,516768.26
SYSPOI0008838,POI815776,PO126596,PROD242239,492,490,485,909.56,447503.52,Passed with Observations,447503.52,12,53700.42,501203.94
SYSPOI0008839,POI223181,PO126596,PROD770532,24,24,24,114845.16,2756283.84,Passed,2756283.84,18,496131.09,3252414.93
SYSPOI0008840,POI685552,PO126596,PROD121215,14,13,13,144606.57,2024491.98,Passed,2024491.98,18,364408.56,2388900.54
SYSPOI0008841,POI310216,PO126596,PROD401601,247,247,246,265.62,65608.14,Passed with Observations,65608.14,12,7872.98,73481.12
SYSPOI0008842,POI833775,PO126596,PROD794093,120,120,120,223.79,26854.8,Passed,26854.8,12,3222.58,30077.38
SYSPOI0008843,POI158160,PO166052,PROD645007,1087,1078,997,1054.94,1146719.78,Failed,1146719.78,5,57335.99,1204055.77
SYSPOI0008844,POI826787,PO166052,PROD533911,19,19,18,75262.81,1429993.39,Failed,1429993.39,18,257398.81,1687392.2
SYSPOI0008845,POI158631,PO166052,PROD199807,11,11,10,41920.74,461128.14,Failed,461128.14,18,83003.07,544131.21
SYSPOI0008846,POI641280,PO974774,PROD802729,26,26,24,21532.02,559832.52,Failed,559832.52,18,100769.85,660602.37
SYSPOI0008847,POI729148,PO974774,PROD372793,263,263,243,246.56,64845.28,Failed,64845.28,12,7781.43,72626.71
SYSPOI0008848,POI851504,PO974774,PROD708798,24,23,22,69202.69,1660864.56,Passed with Observations,1660864.56,18,298955.62,1959820.18
SYSPOI0008849,POI651830,PO974774,PROD207570,20,20,19,109609.71,2192194.2,Passed with Observations,2192194.2,18,394594.96,2586789.16
SYSPOI0008850,POI264431,PO974774,PROD982885,133,133,127,111.4,14816.2,Passed with Observations,14816.2,12,1777.94,16594.14
SYSPOI0008851,POI244790,PO455766,PROD584838,37,37,36,93052.98,3442960.26,Passed with Observations,3442960.26,18,619732.85,4062693.11
SYSPOI0008852,POI472282,PO455766,PROD451470,303,289,286,1344.29,407319.87,Passed with Observations,407319.87,12,48878.38,456198.25
SYSPOI0008853,POI479937,PO455766,PROD898329,130,130,128,2310.96,300424.8,Passed with Observations,300424.8,12,36050.98,336475.78
SYSPOI0008854,POI911603,PO455766,PROD860242,266,266,259,831.38,221147.08,Passed with Observations,221147.08,12,26537.65,247684.73
SYSPOI0008855,POI454888,PO455766,PROD786224,1381,1370,1359,1130.33,1560985.73,Passed with Observations,1560985.73,5,78049.29,1639035.02
SYSPOI0008856,POI638236,PO455766,PROD697347,28,28,28,42681.78,1195089.84,Passed,1195089.84,18,215116.17,1410206.01
SYSPOI0008857,POI750720,PO223928,PROD520274,296,296,294,994.32,294318.72,Passed with Observations,294318.72,12,35318.25,329636.97
SYSPOI0008858,POI575511,PO223928,PROD526117,20,19,19,129606.4,2592128.0,Passed,2592128.0,18,466583.04,3058711.04
SYSPOI0008859,POI115616,PO223928,PROD375097,278,278,274,376.25,104597.5,Passed with Observations,104597.5,12,12551.7,117149.2
SYSPOI0008860,POI875370,PO811016,PROD221707,230,230,227,450.07,103516.1,Passed with Observations,103516.1,12,12421.93,115938.03
SYSPOI0008861,POI635215,PO811016,PROD202365,138,135,132,541.82,74771.16,Passed with Observations,74771.16,12,8972.54,83743.7
SYSPOI0008862,POI527003,PO811016,PROD426147,372,372,369,802.66,298589.52,Passed with Observations,298589.52,12,35830.74,334420.26
